ingresos_mensuales,cambios_ingreso,tdc_limite_credito,tdc_saldo_actual,porcentaje_utilizacion,riesgo_desempleo,prob_desempleo,variacion_score_crediticio,pago_minimo_mensual,pago_real_ultimo_mes,monto_ultimo_pago,dias_atraso_actual,monto_recuperado,historial_llamadas_realizadas,tasa_respuesta_llamadas,historial_sms_enviados,tasa_lectura_sms,historial_email_enviados,tasa_apertura_email,historial_whatsapp,tasa_respuesta_whatsapp,interaccion_negativa,num_interacciones_recientes,dias_desde_ultima_interaccion,edad,ocupacion,estado_civil,region,antiguedad_laboral,cambio_empleo_reciente,sentimiento_ultima_interaccion,tono_cliente,vulnerabilidad_detectada,nombre_tdc,fecha_ultimo_pago,fecha_ultimo_contacto,pago_30d,solucion_aceptada,resultado_convenio,canal_preferido_cliente,monto_gasto_salud_3m,numero_de_quejas
12660.33,-955.6291911,42443.91748,32738.071420440843,0.007713254,0.066052149,0.3312752530136312,82,1391.568724718854,199.9568932,199.9568932,0,0,5,0.1528259563845077,3,0.8033881401526086,2,0.3064483803825427,6,0.3974274156413362,1,16,2,36,Empleado,Casado,Sur,28,0,3.228528518127436,Ansioso,1,Oro,25/08/2024,18:59.0,1,Consolidacion,Exitoso,Email,4298.432510110139,0
20418.18,-2915.123257,38144.02951154573,5577.586782262845,0.001462244,0.1150096013391909,0.3934219831268002,75,243.70251053008195,333.96844751263023,333.96844751263023,30,3048.2250809569005,2,0.3725466458890616,3,0.6108545545695983,3,0.6498688613539899,1,0.4948244309227677,0,9,2,40,Empleado,Soltero,Sur,11,0,-5.591173509,Neutral,1,Oro,13/10/2024,18:59.0,0,Prorroga,Exitoso,WhatsApp,2897.723468608538,0
23291.55,2307.8212788362016,69286.60280120453,61025.204172932725,0.008807648,0.1635542951243485,0.1991078659279257,-38,2256.7279975201227,3488.2921181417983,3488.2921181417983,120,18949.298655852686,1,0.352543715,3,0.6272456622391399,7,0.7158667964107208,5,0.7845970695446389,1,16,6,57,Empleado,Soltero,Oriente,63,0,-3.121509728,Molesto,1,Oro,18/08/2024,18:59.0,0,Ninguna,Fallido,Llamada,5767.550657322104,0
15736.73,-2308.49216,38810.35760988572,11769.674828762978,0.003032612,0.4313353681266108,0.7597032774422346,-3,431.7705633932918,1239.636295556674,1239.636295556674,15,6785.0608386570975,2,0.2738439766799928,5,0.681778277,3,0.6954297375287266,6,0.7628446326539261,0,16,32,26,Independiente,Soltero,Occidente,3,1,-1.642416203,Neutral,1,Clasica,06/10/2024,18:59.0,0,Ninguna,Fallido,Email,1121.5489682858977,0
13424.1,-4051.333145,32775.048170481125,2412.747913638915,0.000736154,0.2662392764993206,0.1688052021748537,-6,200,173.12353601161823,173.12353601161823,0,0,4,0.2757595708525353,6,0.5144480950255328,1,0.3935740375205841,7,0.8512685541846858,0,18,10,25,Independiente,Soltero,Occidente,29,0,-0.456812278,Cooperativo,0,Clasica,10/10/2024,18:59.0,1,Congelacion_intereses,Pendiente,SMS,1470.406102420349,0
66569.15,-161.1521737,193595.7706,119695.09974746806,0.006182733,0.3897696487922151,0.2052862354578759,-16,3326.979929311674,1641.505476293408,1641.505476293408,30,82909.51811616222,6,0.3796236479956413,1,0.4381296092138173,2,0.084635918,10,0.7119460104423949,0,19,22,34,Jubilado,Casado,Centro,9,0,-1.33321823,Cansado,0,Platinum,26/10/2024,18:59.0,0,Prorroga,Fallido,WhatsApp,4198.8273873293765,0
31501.54,66.56494548054008,102247.38605293103,25699.42279,0.002513455,0.1246202228788594,0.083859672,4,955.8783510242632,1227.968061237605,1227.968061237605,0,0,4,0.3831281382418195,6,0.2694993368616163,5,0.7294885053047312,7,0.9225216334525552,0,22,12,54,Independiente,Casado,Oriente,2,0,6.546973905567811,Neutral,0,Oro,28/08/2024,18:59.0,1,Reestructuracion,Faliido,WhatsApp,6441.496067001906,0
38219.5,783.6189995,115862.44547701764,30889.58737206906,0.002666057,0.086202737,0.1420928854782476,-29,1117.3546292939732,757.2506366205309,757.2506366205309,45,20685.60780034802,5,0.1163065765631116,2,0.4328465898359018,6,0.2472089566850435,10,0.7998409039300868,0,23,8,23,Empleado,Casado,Centro,27,0,-0.825052056,Neutral,0,Oro,27/09/2024,18:59.0,0,Pago_a_plazos,Exitoso,SMS,2815.872016222341,1
24776.85,1919.7418927312076,72823.84884024832,47641.61171964459,0.006542034,0.012429102,0.2399192578210099,45,1407.5074049841494,3106.869403,3106.869403,0,0,6,0.4950484683227186,9,0.3502070291848135,2,0.3867028063261576,6,0.8181310437972408,0,23,11,22,Desempleado,Casado,Oriente,27,0,-0.235321647,Neutral,0,Black,20/08/2024,18:59.0,1,Ninguna,Pendiente,WhatsApp,2188.840526484081,1
,2224.3265489018795,84608.79870929269,46166.47712806351,0.005456463,0.2253892367101947,0.3601930364732417,69,1804.464919835821,1821.055450464789,1821.055450464789,0,0,4,0.6439751027527842,1,0.462759894,5,0.3896454529774019,3,0.8943365724474259,0,13,6,36,Desempleado,Soltero,Sur,49,0,-6.770805473,Cansado,1,Oro,02/10/2024,18:59.0,0,Ninguna,Exitoso,Llamada,4503.034867695531,2
47086.47,-3160.389491,122311.97403168946,90256.78279862549,0.007379227,0.025461713,0.5112435037527792,45,3703.820753803184,5897.219287373771,5897.219287373771,30,44222.94091,6,0.6281358828241411,6,0.6962407376299019,4,0.2173521415423984,3,0.5024365812332443,0,19,0,48,Empleado,Soltero,Centro,54,0,0.7772318428370946,Cansado,1,Oro,23/08/2024,18:59.0,0,Ninguna,Exitoso,SMS,640.8871820965336,0
14797.6,-5096.040506,38225.39661292582,20960.205047799223,0.005483319,0.1576911966098802,0.3200637829537677,-39,618.5377364530714,165.40450547847357,165.40450547847357,0,0,5,0.3674948190654902,4,0.7571739041136565,5,0.1089554982400481,4,0.8757434076575161,1,18,13,56,Empleado,SOLTERO,Occidente,52,0,1.466523727534709,Neutra1,1,Black,26/09/2024,18:59.0,0,Reestructuracion,Exitoso,WhatsApp,1871.3072768430195,0
31536.52,1149.2848824803164,64563.47761920259,19016.195788399917,0.002945349,0.052605323,0.4037147930123919,-1,486.7204177531352,685.3043371265641,685.3043371265641,0,0,2,0.5774853083788046,2,0.745643015,4,0.6104059558612993,4,0.51825736,0,12,22,36,Jubilado,Divorciado,Centro,21,0,-2.122848925,Neutral,1,Clasica,07/10/2024,18:59.0,0,Ninguna,Fallido,Email,452.0785608127123,0
40848.5,124.11373584254258,112380.55829487008,57231.17537011673,0.005092622,0.3949638027208479,0.3182540235703938,6,2027.5250351640095,1877.778929,1877.778929,0,0,3,0.4996484051020534,7,0.624008104,2,0.4505623133269527,7,0.9030476691198288,0,19,32,37,Empleado,Casado,Oriente,39,0,0.7544233313737092,Neutral,1,Clasica,30/08/2024,18:59.0,0,Pago_a_plazos,Fallido,Llamada,1558.7499930510892,0
67973.85,-1144.948702,158806.57658041164,35652.24225513234,0.00224501,0.074940707,0.1627279529286139,26,1015.0974436168126,1975.671246321722,1975.671246321722,0,0,4,0.341193237,3,0.2305364048562998,3,0.1919602123703699,7,0.5669784895495348,1,17,10,55,Desempleado,Soltero,Oriente,34,0,-5.543269934,Temeroso,0,Clasica,14/10/2024,18:59.0,0,Congelacion_intereses,Exitoso,SMS,2290.484999,0
,-362.0761186,246816.39598129096,115338.68803439393,0.004673056,0.4055932871807055,0.1713466560599703,-36,2955.197782398255,3598.8385806534397,3598.8385806534397,15,70628.97678609038,2,0.2920783109704949,5,0.5637628027004816,7,0.3316404821916703,3,0.8758535685149365,1,17,15,22,Empleado,Soltero,Centro,21,0,-2.759523548,Cooperativo,0,Oro,13/10/2024,18:59.0,0,Ninguna,Exitoso,WhatsApp,3430.047882226589,0
28054.82,-2090.703336,75982.83062598825,19206.228533452337,0.002527706,0.1221015265843059,0.4514946353048705,-32,640.5486928596822,219.79618986577577,219.79618986577577,60,4359.982769962622,2,0.2091268069673164,4,0.5848542061139141,7,0.2558198075710494,6,0.8242586866827528,0,19,5,37,Empleado,Divorciado,Centro,36,1,0.7947327267882056,Neutral,1,Black,07/09/2024,18:59.0,0,Reestructuracion,Fallido,Llamada,5598.047330499211,0
53272.92,4317.939115047707,181014.5169914401,116329.8513685508,0.006426548,0.4159302840674238,0.1785175401615337,-8,4211.385421624983,2993.607946889228,2993.607946889228,90,55772.951262458446,1,0.3469437507934269,3,0.6953581731527063,3,0.8042564480802697,6,0.4760462107072692,0,13,7,44,Empleado,Casado,Centro,117,0,-2.016008938,Cansado,0,Black,25/09/2024,18:59.0,0,Ninguna,Fallido,Llamada,1938.5134795501892,1
5420.26,-5028.345531,13764.10647588902,2137.335023927045,0.001552832,0.1478309599263256,0.1415467207832977,-24,200,162.81916486321188,162.81916486321188,0,0,5,0.4484330189161969,5,0.9412995698360406,6,0.4641131248135279,9,0.6494078792431001,1,25,0,47,Empleado,Casado,Oriente,8,0,-0.183689384,Ansioso,1,Clasica,23/08/2024,18:59.0,0,Ninguna,Fallido,WhatsApp,3162.070359353061,0
68279.83,1058.151495264314,200024.07230647956,105702.63355606698,0.005284496,0.1642769404337996,0.2537770944128668,67,3413.182692455066,2504.71656,2504.71656,0,0,4,0.5938945016966832,5,0.770079882,4,0.1830435094778038,6,0.5823975909113362,1,19,32,35,Independiente,Casado,Centro,94,0,-0.735267714,Neutral,1,Platinum,02/09/2024,18:59.0,0,Congelacion_intereses,Exitoso,Email,,0
17404.25,-3212.804856,48867.032684533806,18067.00243000572,0.003697176,0.117987085,0.1637312797225511,75,528.6646949624119,274.11957109726234,274.11957109726234,30,4548.914130043478,7,0.6199961784195491,8,0.3447718591413837,5,0.5606135542115868,8,0.8830586617357886,0,28,3,42,Jubilado,Soltero,Norte,2,0,-4.578784351,Cansado,0,Platinum,23/09/2024,18:59.0,0,Reestructuracion,Fallido,Email,1550.7677978769907,0
23279.81,-1652.583916,68989.04387930552,12861.107819734416,0.001864225,0.306572965,0.2927806418662171,35,405.8823191299388,108.4896968371233,108.4896968371233,15,1468.014433742172,4,0.3631942789662282,5,0.6058505041362616,2,0.3336331409414776,5,0.7097981381425967,0,16,4,22,Empleado,VIUDO,Centro,14,0,1.437451595089299,Cansado,1,Oro,29/08/2024,18:59.0,0,Consolidacion,Pendiente,SMS,8154.169394,0
35054.62,-1097.826327,79008.10978052099,34017.954668003775,0.004305628,0.051867859,0.048756527,19,1191.1200551040945,135.2021314569794,135.2021314569794,60,9574.701428,0,0.2572645498677376,4,0.6730343564689331,3,0.7427119156978041,3,0.7248517389162598,0,10,10,34,Empleado,Casado,Norte,13,0,-1.808688366,Ansioso,1,Oro,26/08/2024,18:59.0,0,Pago_a_plazos,Pendiente,Email,,0
24536.93,-2454.172916,54897.04288101431,20882.800128755087,0.003803994,0.050807817,0.072905407,51,802.4893607147833,618.7362713646427,618.7362713646427,0,0,2,0.1781357520714093,3,0.6474149317093989,1,0.4269042106224467,5,0.9160309795713454,1,11,5,47,Independiente,Soltero,Occidente,39,0,-2.849496323,Cansado,0,Platinum,22/10/2024,18:59.0,0,Prorroga,Pendiente,Email,3032.918146213797,0
30268.78,-566.7328102,83283.11117751077,42375.78974259227,0.005088161,0.1148351422858767,0.1664944908936016,-1,1598.5246147568594,2124.165843097695,2124.165843097695,45,7374.332746209243,6,0.3276459196455452,9,0.7398533357754207,2,0.7192736850213488,4,0.3359327144697872,0,21,10,30,Independiente,Divorciado,Sur,5,0,1.5923458956415182,Cansado,0,Black,15/10/2024,18:59.0,1,Congelacion_intereses,Exitoso,SMS,921.6971877613736,0
24022.65977841376,-6570.554733,77915.20735116814,41197.82082,0.00528752,0.3336625024093523,0.1824421921975011,33,1465.8008125730685,3042.101350582338,3042.101350582338,30,11785.029414468176,6,0.3029053911611575,4,0.6469050420083872,7,0.7074664747441884,5,0.6941572198124369,0,22,1,42,Empleado,Casado,Centro,85,0,3.5503971247338013,Temeroso,0,Clasica,13/09/2024,18:59.0,1,Reestructuracion,Exitoso,SMS,11775.02278439672,0
21364.12,-3832.744631,64605.41426321492,14088.055929613098,0.002180631,0.3488200620350762,0.4376387123469846,-85,424.1840250989002,218.93709254793973,218.93709254793973,15,5532.3854468438285,4,0.5310047040169501,7,0.6702039525820096,3,0.2823270193962984,10,0.9396320149367692,1,24,2,47,Empleado,Soltero,Occidente,70,0,1.5522868454466885,Molesto,1,Oro,17/09/2024,18:59.0,0,Pago_a_plazos,Pendiente,Llamada,938.2711100120488,0
14014.47,-4637.254058,36874.71915711152,21854.477298052538,0.005926683,0.095238455,0.1545812569456937,13,792.0909924476522,851.8786488,851.8786488,30,2640.329524194029,1,0.5898241525571143,6,0.2188516516632605,2,0.4482202121797159,10,0.8798651265854457,0,19,1,37,Independiente,Casado,Norte,42,0,3.618071534372024,Molesto,1,Clasica,09/10/2024,18:59.0,1,Congelacion_intereses,Fallido,Llamada,541.0594098,0
79863.83,-3053.121162,178388.68535976752,49642.14195094647,0.002782808,0.1189735886299727,0.3087769732790789,14,1924.8349250213887,2927.3097968754187,2927.3097968754187,120,11939.770364200116,6,0.1025093593703987,1,0.8913065105115475,4,0.6003544855505758,6,0.7471774473830836,0,17,1,44,Independiente,Soltero,Norte,24,0,2.196134944981104,Ansioso,1,Black,30/09/2024,18:59.0,0,Pago_a_plazos,Pendiente,Email,1886.2627988505712,0
36903.38,-1988.776684,114064.2987024782,83065.88411700887,0.007282374,0.3240882744115638,0.048269537,-42,3562.7452068169414,5440.982357,5440.982357,0,0,5,0.5408894362428663,9,0.5805470123942653,9,0.4247766947308926,6,0.9387184280452924,1,29,1,30,Empleado,Soltero,Centro,108,0,-0.313948433,Cansado,0,Black,16/09/2024,18:59.0,1,Reestructuracion,Pendiente,Email,4808.038303349206,0
85250,-15.12734579,287686.2301890165,78863.23188405304,0.002741293,0.3286620505947664,0.149569349,46,1975.974442353233,1462.0938051760152,1462.0938051760152,0,0,5,0.6430851261128616,5,0.9255869692897636,1,0.7394218265778629,6,0.7186488609370093,0,17,10,39,Empleado,Casado,Sur,71,0,,Cooperativo,0,Oro,04/09/2024,18:59.0,1,Congelacion_intereses,Fallido,Email,1557.8438331235575,0
45169.53,-1608.442914,97662.60122,41414.48535268275,0.004240568,0.069161365,0.4108550810673574,-45,1518.6395228360095,1389.2969243557818,1389.2969243557818,30,7523.686797535767,3,0.1555206218390757,12,0.7996466553821157,8,0.7533179158070634,10,0.2739764808695793,0,33,12,49,Jubilado,Soltero,Sur,27,0,5.268092766023122,Neutral,1,Platinum,16/09/2024,18:59.0,1,Prorroga,Pendiente,WhatsApp,2759.993919766935,0
12159.22,-2174.270602,38404.40180663523,17226.10688812156,0.004485451,0.2869203235564502,0.1430279326738168,-65,644.8275680357026,534.8887567753264,534.8887567753264,30,3701.4875178837096,5,0.4146497698900689,2,0.4458284334344327,4,0.4494890526769913,6,0.3049194195808123,0,17,8,43,Independiente,Divorciado,Oriente,48,1,-1.471290479,Cansado,0,Black,18/08/2024,18:59.0,0,Consolidacion,Pendiente,Llamada,2520.4353222865907,0
39625.61,-1309.893878,82942.63873839827,30870.40814135435,0.003721898,0.1114852036151821,0.1082858027057517,36,903.3032425152744,357.9113391511453,357.9113391511453,0,0,5,0.1584521782355619,1,0.578303065,3,0.3113917601899381,1,0.6059392191094793,0,10,3,34,Empleado,Viudo,Occidente,33,0,4.827536905,Molesto,1,Black,02/09/2024,18:59.0,1,Pago_a_plazos,Exitoso,WhatsApp,13636.61841881211,0
119725.30097817838,-1745.282588,398844.6142,170870.1629306639,0.004284129,0.2316569570343051,0.3547898841374473,11,6183.827019,2724.0400954435104,2724.0400954435104,0,0,5,0.424573838,5,0.6972186697727409,7,0.3544177971726879,8,0.7300434427620588,1,25,13,44,Empleado,Soltero,Oriente,35,0,2.313562620119626,Neutral,1,Black,16/10/2024,18:59.0,1,Consolidacion,Pendiente,WhatsApp,1148.6127910512373,0
27023.42,-928.427205,78137.80870383367,43794.81079415134,0.005604817,0.2095980541764202,0.2292120501180866,1,1746.189637,4373.159900068355,4373.159900068355,0,0,4,0.5148889197532157,6,0.6185874915724182,3,0.7216812439877669,4,0.3663748451982712,0,17,28,50,Independiente,Casado,Oriente,16,0,0.063124109,Molesto,1,Oro,18/08/2024,18:59.0,0,Reestructuracion,Exitoso,WhatsApp,3347.1015034279226,0
25708.36,-835.1366602,54185.94760037489,11594.514217140457,0.002139764,0.2206368323743581,0.2394247492958129,-9,482.7273115300774,126.05156868993691,126.05156868993691,30,4357.849017855257,3,0.2819962492598986,5,0.708506524,7,0.2873138698668964,6,0.4330553123907448,0,21,13,22,Empleado,Divorciado,Sur,24,0,9.280324025,Neutral,0,Clasica,26/10/2024,18:59.0,1,Pago a plazos,Fallido,SMS,7962.348092190972,0
10192.44,-1949.388279,18974.66622187495,1266.4550298174909,0.000667445,0.044565413,0.2551458738610438,43,200,210.88200335165303,210.88200335165303,90,802.7604767327416,3,0.1816754652450584,7,0.7410216737704272,6,0.4326791182411075,3,0.5928645991591891,0,19,4,55,Empleado,Casado,Sur,3,1,7.407066817039643,Ansioso,1,Black,07/09/2024,18:59.0,1,Consolidacion,Pendiente,Email,2551.5014486943246,0
16519.78,-3937.628336,49242.94820348552,25636.227777535085,0.005206071,0.1552806409336468,0.085343704,-42,1140.8951775780884,2767.852323083708,2767.852323083708,90,11233.656906373104,1,0.7039578352945718,7,0.6145279108696778,6,0.627151147,3,0.598250203,0,17,4,37,Empleado,Casado,Sur,17,0,-0.839730619,Temeroso,0,Black,19/09/2024,18:59.0,0,Ninguna,Exitoso,Email,3862.032014176257,0
101023.9,-120.0101319,285935.3291,147987.81772704807,0.00517557,0.1531498735015153,0.3478137475720827,25,6165.837821044403,3267.7215775417158,3267.7215775417158,15,56685.88877,3,0.2360129133993658,7,0.3131117343774879,2,0.2486476344017522,6,0.9172266171461876,1,18,80,47,Empleado,Soltero,Occidente,47,0,4.169140815551296,Neutral,1,Platinum,17/10/2024,18:59.0,1,Ninguna,Fallido,Llamada,,0
31039.83,2089.239090533272,88129.53587057865,48089.14101196223,0.005456643,0.1315012518858473,0.144870327,-56,1581.6536985255282,1279.1287230276878,1279.1287230276878,0,0,5,0.2622621709006283,4,0.8305572591707789,8,0.3685585908337961,11,0.4239802872841008,1,28,9,56,Independiente,Casado,Centro,122,0,1.1283682812611446,Neutral,0,Clasica,24/09/2024,18:59.0,1,Prorroga,Exitoso,SMS,5761.600054736527,0
24212.94,-1798.451157,63434.15614451768,23331.907808655014,0.00367813,0.3160471648256094,0.1550031920208884,-15,989.4959383689846,1026.5747709619943,1026.5747709619943,0,0,2,0.5197184884485312,1,0.9213908396941374,2,0.2736109987166332,5,0.4585130080148843,0,10,13,25,Empleado,Casado,Sur,131,0,0.8416152674694248,Neutral,0,Black,10/10/2024,18:59.0,1,Pago a plazos,Pendiente,Email,920.9787658813484,0
79836.35,-273.8367893,227098.75634887756,77123.55922718326,0.003396036,0.1511145062850702,0.050208209,23,2255.495101,3128.1040244908745,3128.1040244908745,15,43424.95563826741,5,0.5352245267096513,5,0.7433139206547307,5,0.2258239564188142,3,0.7578204468914811,0,18,16,33,Independiente,Viudo,Sur,32,0,-0.972558479,Cooperativo,0,Clasica,25/09/2024,18:59.0,1,Reestructuracion,Fallido,Email,3290.1468410903312,0
21210.65,-1109.278114,69665.93995738732,46956.26031063681,0.006740203,0.1668036917542582,0.4863542490924749,-10,1836.345151794693,3284.760737284693,3284.760737284693,0,0,7,0.2856463533771985,6,0.7601619726634385,2,0.7546698819799693,9,,0,24,1,38,Empleado,Soltero,Centro,37,0,-1.280439975,Ansioso,1,Black,24/08/2024,18:59.0,0,Congelacion_intereses,Exitoso,WhatsApp,3280.875405792201,0
246411.6226202372,1450.327945579473,842334.1532915705,390173.0510274017,0.004632046,0.23011225,0.2296557454835178,13,11062.28101432629,4136.103784571284,4136.103784571284,60,183305.69335734265,7,0.6373442253680093,5,0.4625846648305389,8,0.3483809519605136,9,0.9950329084153386,0,29,1,32,Empleado,Divorciado,Centro,8,0,-4.447931909,Molesto,1,Black,19/10/2024,18:59.0,0,Consolidacion,Exitoso,Llamada,6130.700966755284,0
48751.04,-2168.313345,116303.57800693809,47694.88994143926,0.004100896,0.1995557919580038,0.2608959738448914,34,2119.388527980666,2024.276234878972,2024.276234878972,15,9216.344530451734,1,0.7461958118793548,3,0.7416378722045528,2,0.3708254806690038,12,0.835114432,1,18,0,62,Empleado,Soltero,Oriente,47,0,3.111925127517976,Cooperativo,1,Platinum,04/09/2024,18:59.0,1,Ninguna,Pendiente,SMS,3190.012338439289,0
21153.45,-539.7607597,55620.50798386666,14179.15518014312,0.002549267,0.3552039508595778,0.046730939,11,536.2226395142371,411.2686881506914,411.2686881506914,120,4845.658164906927,5,0.2350503673367715,4,0.5924807775129686,3,0.6096623852292965,8,0.766985277,0,20,43,31,Desempleado,Viudo,Centro,2,0,3.1480721825632187,Molesto,1,Oro,13/09/2024,18:59.0,0,Reestructuracion,Pendiente,Email,3983.109734219852,0
17190.08,-309.2032173,38920.87477342365,23177.18979402565,0.005954951,0.099849172,0.097013521,-22,924.8188945824652,743.2336401628583,743.2336401628583,0,0,3,0.5157323120954966,3,0.61781399,3,0.4051903989455527,5,0.799633406,0,14,0,35,Desempleado,Casado,Oriente,13,0,-4.2082426,Temeroso,0,Oro,09/09/2024,18:59.0,0,Ninguna,Fallido,SMS,780.9730670286175,0
6958.69,636.4118851,17394.603252111778,7984.077962131708,0.004589974,0.4769739408989523,0.4281581660070218,-50,298.15687084374747,679.8169699362932,679.8169699362932,15,4571.437401527771,,0.1697011856552383,0,0.5448655231684529,3,0.3885002033867371,8,0.7791973393304131,0,14,5,44,Empleado,Casad0,Centro,44,1,-2.710379726,Cooperativo,1,Black,24/08/2024,18:59.0,0,Ninguna,Pendiente,Llamada,4015.961096,2
15338.19,11844.730954413952,48361.47476573003,14003.181276378196,0.002895524,0.041945797,0.2042335292750098,-17,472.8678797391205,1025.4754870550023,1025.4754870550023,60,2586.053191533601,2,0.3514979408428417,6,0.5476388309945779,5,0.4092485263090742,9,0.7890160308827028,1,22,11,27,Independiente,Casado,Occidente,14,0,,Neutral,0,Clasica,05/08/2024,18:59.0,1,Congelacion_intereses,Exitoso,SMS,7848.595759123031,0
15250.74,760.0639897471686,38469.71004974502,27237.734512582923,0.007080307,0.2661691225963152,0.093141753,88,870.9624894365375,241.46670223667684,241.46670223667684,0,0,8,0.4388022172980101,5,0.7629193567232058,5,0.5159780666594543,6,0.943967089,0,24,9,37,Independiente,Soltero,Oriente,2,1,-1.18047871,Molesto,1,Clasica,30/09/2024,18:59.0,0,Congelacion_intereses,Exitoso,Email,3436.2491905565366,0
29588.47,-1331.694005,72958.91501467463,31651.252500358067,0.00433823,0.1151359619175893,0.1146941521924724,-45,968.8720138772416,145.54429854264387,145.54429854264387,15,13811.461259999123,3,0.2415861950443031,7,0.4443044442972369,6,0.2052557475302761,6,0.9361815560064508,1,22,1,45,Jubilado,Soltero,Oriente,71,0,2.740164001816387,Cansado,0,Clasica,27/10/2024,18:59.0,1,Prorroga,Fallido,SMS,4149.969691,0
18652.31,1285.591055175831,60530.26893707708,13690.80175603241,0.002261811,0.1768650606492351,0.07180206,-42,558.7868734,817.7824069817016,817.7824069817016,60,3148.800408932772,3,0.5398287828397706,1,0.4267382317252568,2,0.4373577165025998,7,0.7477175678618279,0,13,25,38,Empleado,Soltero,Norte,14,0,2.9668074277397483,Cooperativo,0,Platinum,07/08/2024,18:59.0,1,Ninguna,Exitoso,WhatsApp,3294.724952191856,1
98204.9,-994.5561613,176981.23866010198,66373.05375096259,0.003750288,0.1745279905464901,0.2081657084742375,-101,1965.903564992063,1151.9898049810076,1151.9898049810076,30,5212.126792107472,1,0.420166404,5,0.5937038339664363,4,0.3088941041645258,4,0.3220990181343298,0,14,56,40,Independiente,Soltero,Sur,2,0,6.368766796135082,Neutral,0,Black,10/08/2024,18:59.0,1,Consolidacion,Pendiente,SMS,3234.004087228122,0
3825.9039250044257,3132.208194513003,12429.289564848395,6895.890545295375,0.005548097,0.019557339,0.3179465232280477,-18,290.3446291540557,265.7466784732531,265.7466784732531,30,3662.194401334694,4,0.2579744068412245,7,0.7623881332550599,4,0.591287708,3,0.5087370377666733,1,18,1,35,Empleado,Soltero,Centro,3,0,-0.84002827,Molesto,1,Clasica,10/09/2024,18:59.0,0,Ninguna,Exitoso,Llamada,2632.339828,2
62341.84,-4023.26944,131441.13287319356,110539.16647419528,0.008409785,0.1159042249334095,0.2977056699154103,-7,4435.241101748405,3272.858588909406,3272.858588909406,30,29522.00386,2,0.472755155,2,0.7724152740044417,7,0.217122541,5,0.93515924,0,16,3,23,Empleado,Casado,Centro,11,0,1.883794401999422,Ansioso,1,Oro,10/09/2024,18:59.0,0,Ninguna,Pendiente,Llamada,1601.721499,0
30694.9,1358.4427123570492,69575.21995865146,15398.155718584932,0.002213167,0.038568384,0.3365188665494649,-44,510.5362423150084,209.12170496072144,209.12170496072144,15,6894.962040592389,1,0.6702897854482098,5,0.9055881478163164,4,0.8100100120426682,6,0.4726505954937329,1,16,11,45,Jubilado,Casado,Centro,7,0,-3.166329613,Molesto,1,Black,12/08/2024,18:59.0,0,Consolidacion,Exitoso,Llamada,4605.721520798466,0
43654.62,782.4793564,105414.3570082114,82017.76503248196,0.007780512,0.059958119,0.076319184,-53,3102.979460915598,1225.5508439823325,1225.5508439823325,15,50029.61946654077,2,0.7473038134932649,4,0.7284556410511703,4,0.3708509665977668,12,0.7525341938099143,1,22,8,63,Empleado,Soltero,Oriente,59,0,-1.109155761,Neutral,0,Platinum,12/10/2024,18:59.0,1,Reestructuracion,Exitoso,Email,5344.148181982528,0
42091.95,1152.562699882258,138781.73843640648,57365.76938794384,0.004133524,0.1175890734232909,0.2535426839742615,-35,2362.5618535325407,5272.857162357009,5272.857162357009,0,0,4,0.2942522009960877,9,0.961788444,6,0.3394265012472671,7,0.7544589445401604,1,26,11,42,Empleado,Divorciado,Norte,15,0,-0.805670507,Neutral,1,Clasica,25/10/2024,18:59.0,0,Ninguna,Exitoso,Email,624.8864882510447,0
7108.59,2632.911231,23776.517674525865,14621.003358234884,0.006149346,0.3406915735463175,0.3146461532382091,-51,370.4219212039668,220.2929414153193,220.2929414153193,15,895.8820654363436,5,0.3593973505845257,6,0.3721476351212978,6,0.6641971076515925,2,0.4523668297862864,0,19,0,44,Empleado,Casado,Centro,65,0,-1.045991069,Cooperativo,1,Platinum,21/10/2024,18:59.0,0,Pago a plazos,Pendiente,Email,2548.724781233923,0
26717.35,-4494.676015,78121.62617731909,18194.030202378617,0.002328936,0.039812407,0.378999739,-35,553.3948868,1884.600552133145,1884.600552133145,15,1672.479054184697,6,0.2665889600197321,3,0.5877705156183851,1,0.4539915464109771,4,0.8393152959987332,1,14,27,50,Independiente,Viudo,Norte,7,1,5.599563756232504,Neutral,1,Black,09/10/2024,18:59.0,1,Consolidacion,Fallido,Llamada,3906.096162139338,0
22986.52,5416.3540544426805,58547.881731713846,10338.712593259304,0.001765856,0.2149702263046838,0.1974126336993448,5,459.1571838509084,845.8883595473638,845.8883595473638,120,1432.0440845106727,7,0.4037344668593591,5,0.8633791509737605,3,0.7393589529241521,8,0.6923015830661704,1,23,3,26,Independiente,Casad0,Oriente,27,0,-0.934513418,Molesto,1,Clasica,10/10/2024,18:59.0,0,Pago_a_plazos,Exitoso,Email,2069.7666047912976,0
13632.52,1297.3792093069094,36499.944584577606,27944.02567390597,0.007655909,0.1845730542020322,0.06248748,-3,925.6457944909492,1292.202949656635,1292.202949656635,0,0,1,0.2391037673062184,5,0.600467995,6,0.3519337701195279,10,0.531883946,1,22,39,62,Empleado,Soltero,Oriente,46,0,-6.460476719,Ansioso,1,Black,22/10/2024,18:59.0,0,Congelacion_intereses,Pendiente,Email,3595.305762954169,0
